beta_k3_age_cat___60,-2.84996e-06,2.36658e-06,2.09755e-06,1.64052e-05,-7.74434e-06,-8.65964e-07,-3.45143e-07,1.40319e-07,-4.94627e-07,1.50461e-07,1.46812e-06,1.37762e-05,8.21123e-06,2.70988e-07,nan,-1.84173e-05,4.94034e-08,nan,-3.34499e-06,-1.77326e-06,6.5206e-07
k4_pop,-0.00575694,0.00129752,4.4963e-06,-0.0389308,0.0248999,-0.000173699,0.000230584,-0.000339768,2.3199e-05,0.000490011,1.37762e-05,1.16186,0.00262448,0.00353279,nan,0.023985,8.40909e-05,nan,0.00615688,0.0867766,-0.00573689
A0_pop,-0.00315743,-0.000148671,0.000131697,0.000376449,-0.000259975,-1.91678e-05,1.71408e-05,3.91845e-06,-8.16621e-06,4.47197e-06,8.21123e-06,0.00262448,0.00809361,-2.20918e-05,nan,-9.22134e-05,-2.31241e-06,nan,-0.00116493,0.00261421,-0.000120576
omega_k1,-0.000121716,-0.000137839,9.99102e-07,0.000320248,-0.000626175,-7.05781e-06,1.02918e-05,-2.30019e-06,-1.8038e-06,2.22304e-06,2.70988e-07,0.00353279,-2.20918e-05,0.000879773,nan,-0.00057932,-1.2324e-06,nan,0.00150984,-0.00186291,0.000160999
corr_k1_A0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
omega_k2,5.45081e-05,-9.85726e-05,-0.000370291,-0.0085333,0.00478211,1.56205e-05,-5.18924e-06,-8.43615e-06,3.47345e-05,1.63169e-05,-1.84173e-05,0.023985,-9.22134e-05,-0.00057932,nan,0.0134285,5.33392e-06,nan,-0.00092167,0.0193542,-0.00193965
omega_k3,1.16079e-06,4.36452e-07,2.35859e-07,-3.05672e-06,4.62832e-06,1.10552e-07,-1.77806e-07,2.31727e-08,3.14436e-08,-7.07162e-08,4.94034e-08,8.40909e-05,-2.31241e-06,-1.2324e-06,nan,5.33392e-06,1.51739e-07,nan,-3.31208e-07,1.22807e-05,-1.36188e-06
omega_k4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
omega_A0,0.000329943,-3.41829e-05,-3.64667e-05,0.000766281,-0.000906386,4.03794e-06,2.46677e-07,-6.08172e-06,-6.59313e-06,3.76902e-06,-3.34499e-06,0.00615688,-0.00116493,0.00150984,nan,-0.00092167,-3.31208e-07,nan,0.00449566,-0.00452743,0.000306362
a,-0.000124507,-0.000398858,-0.000405816,-0.0134258,0.014539,2.7675e-06,-1.54328e-05,-1.65039e-05,5.26008e-05,4.90061e-05,-1.77326e-06,0.0867766,0.00261421,-0.00186291,nan,0.0193542,1.22807e-05,nan,-0.00452743,0.0901376,-0.00795231
b,-9.6422e-05,1.84443e-05,5.45327e-05,0.00109533,-0.0013527,-2.79453e-06,5.21788e-06,1.2974e-07,-6.17932e-06,-3.69559e-06,6.5206e-07,-0.00573689,-0.000120576,0.000160999,nan,-0.00193965,-1.36188e-06,nan,0.000306362,-0.00795231,0.00102541
